SAMPID,TISSUE
GTEX-11DZ1-0002-SM-5DWSL,Whole_Blood
GTEX-11DZ1-0002-SM-6WBTG,Whole_Blood
GTEX-11DZ1-0002-SM-CLTG7,Whole_Blood
GTEX-11DZ1-0008-SM-5QGR3,Cells_Cultured_fibroblasts
GTEX-11DZ1-0011-R10b-SM-DO943,Brain_Frontal_Cortex_BA9
GTEX-11DZ1-0011-R11b-SM-DO11W,Brain_Cerebellar_Hemisphere
GTEX-11DZ1-0011-R2a-SM-DNZZM,Brain_Substantia_nigra
GTEX-11DZ1-0011-R3a-SM-DNZYY,Brain_Anterior_cingulate_cortex_BA24
GTEX-11DZ1-0011-R5a-SM-DO11J,Brain_Caudate_basal_ganglia
GTEX-11DZ1-0011-R6b-SM-DNZZG,Brain_Nucleus_accumbens_basal_ganglia
GTEX-11DZ1-0011-R7a-SM-DNZZH,Brain_Putamen_basal_ganglia
GTEX-11DZ1-0011-R8b-SM-DNZZI,Brain_Hypothalamus
GTEX-11DZ1-0011-R9a-SM-DO933,Brain_Spinal_cord_cervical_c-1
GTEX-11DZ1-0126-SM-5985Q,Skin_Sun_Exposed_Lower_leg
GTEX-11DZ1-0226-SM-5A5KF,Adipose_Subcutaneous
GTEX-11DZ1-0326-SM-5N9BN,Breast_Mammary_Tissue
GTEX-11DZ1-0426-SM-5H11A,Lung
GTEX-11DZ1-0926-SM-5EQ5R,Muscle_Skeletal
GTEX-11DZ1-2026-SM-5A5KG,Esophagus - Esophagus_Mucosa
GTEX-11DZ1-2426-SM-5GZZX,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11DZ1-2726-SM-5A5KH,Thyroid
GTEX-11DZ1-2926-SM-5A5KI,Brain_Cerebellum
GTEX-11EI6-0004-SM-58Q7L,Whole_Blood
GTEX-11EI6-0004-SM-5DWSG,Whole_Blood
GTEX-11EI6-0004-SM-6WBTC,Whole_Blood
GTEX-11EI6-0004-SM-7FG6D,Whole_Blood
GTEX-11EI6-0005-SM-5N9GN,Whole_Blood
GTEX-11EI6-0008-SM-5QGR7,Cells_Cultured_fibroblasts
GTEX-11EI6-0011-R10a-SM-CYKQP,Brain_Frontal_Cortex_BA9
GTEX-11EI6-0011-R10a-SM-DO93R,Brain_Frontal_Cortex_BA9
GTEX-11EI6-0011-R11a-SM-DO11V,Brain_Cerebellar_Hemisphere
GTEX-11EI6-0011-R1a-SM-DO93L,Brain_Hippocampus
GTEX-11EI6-0011-R8a-SM-DO93M,Brain_Hypothalamus
GTEX-11EI6-0126-SM-5985R,Skin_Sun_Exposed_Lower_leg
GTEX-11EI6-0226-SM-5EQ64,Adipose_Subcutaneous
GTEX-11EI6-0326-SM-5EQ6G,Muscle_Skeletal
GTEX-11EI6-0426-SM-5EQ43,Nerve_Tibial
GTEX-11EI6-0526-SM-5985S,Artery_Tibial
GTEX-11EI6-0626-SM-5985T,Breast_Mammary_Tissue
GTEX-11EI6-0726-SM-59866,Thyroid
GTEX-11EI6-0826-SM-5985V,Lung
GTEX-11EI6-0826-SM-CYKV8,Lung
GTEX-11EI6-1526-SM-5P9GL,Esophagus - Esophagus_Mucosa
GTEX-11EI6-2226-SM-5EGJM,Testis
GTEX-11EI6-2426-SM-5PNVS,Stomach
GTEX-11EI6-2626-SM-5PNVT,Colon_Sigmoid
GTEX-11EI6-2826-SM-5H11D,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11EI6-2926-SM-5985U,Brain_Cerebellum
GTEX-11EI6-3026-SM-5GZZO,Brain_Cortex
GTEX-11EI6-3126-SM-5H111,Pituitary
GTEX-11EM3-0001-SM-5Q5BD,Cells_EBV-transformed_lymphocytes 
GTEX-11EM3-0004-SM-58Q9C,Whole_Blood
GTEX-11EM3-0004-SM-5DWTY,Whole_Blood
GTEX-11EM3-0004-SM-6WBUK,Whole_Blood
GTEX-11EM3-0005-SM-5N9DK,Whole_Blood
GTEX-11EM3-0126-SM-5985K,Thyroid
GTEX-11EM3-0226-SM-5985Y,Artery_Aorta
GTEX-11EM3-0326-SM-5A5KJ,Adrenal_Gland
GTEX-11EM3-0426-SM-5N9BZ,Heart_Atrial_Appendage
GTEX-11EM3-0526-SM-5H12N,Artery_Coronary
GTEX-11EM3-0626-SM-5H12Z,Heart_Left_Ventricle
GTEX-11EM3-0726-SM-5GZZM,Esophagus_Muscularis
GTEX-11EM3-0826-SM-5N9CC,Esophagus - Esophagus_Mucosa
GTEX-11EM3-0926-SM-5A5KK,Esophagus_Gastroesophageal_Junction
GTEX-11EM3-1026-SM-5A5KL,Stomach
GTEX-11EM3-1126-SM-5A5KM,Adipose_Visceral_Omentum
GTEX-11EM3-1226-SM-5N9DD,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11EM3-1326-SM-5N9C6,Breast_Mammary_Tissue
GTEX-11EM3-1526-SM-5A5KN,Colon_Transverse
GTEX-11EM3-1626-SM-5N9CO,Colon_Sigmoid
GTEX-11EM3-1726-SM-5N9D1,Ovary
GTEX-11EM3-1826-SM-5A5KO,Vagina
GTEX-11EM3-1926-SM-5987U,Uterus
GTEX-11EM3-2126-SM-5H11M,Muscle_Skeletal
GTEX-11EM3-2226-SM-5H11Y,Artery_Tibial
GTEX-11EM3-2326-SM-5H12B,Adipose_Subcutaneous
GTEX-11EM3-2426-SM-59861,Skin_Sun_Exposed_Lower_leg
GTEX-11EMC-0002-SM-5Q5DO,Cells_EBV-transformed_lymphocytes 
GTEX-11EMC-0004-SM-58Q8T,Whole_Blood
GTEX-11EMC-0004-SM-5DWTM,Whole_Blood
GTEX-11EMC-0004-SM-6WBUA,Whole_Blood
GTEX-11EMC-0006-SM-5O9DN,Whole_Blood
GTEX-11EMC-0008-SM-5Q5DR,Cells_Cultured_fibroblasts
GTEX-11EMC-0011-R10a-SM-DNZZJ,Brain_Frontal_Cortex_BA9
GTEX-11EMC-0011-R11b-SM-DNZZK,Brain_Cerebellar_Hemisphere
GTEX-11EMC-0011-R2b-SM-DO114,Brain_Substantia_nigra
GTEX-11EMC-0011-R8b-SM-DO91Z,Brain_Hypothalamus
GTEX-11EMC-0011-R9b-SM-DO921,Brain_Spinal_cord_cervical_c-1
GTEX-11EMC-0126-SM-5EGKV,Lung
GTEX-11EMC-0226-SM-5EGLP,Thyroid
GTEX-11EMC-0526-SM-5EGJN,Adrenal_Gland
GTEX-11EMC-0726-SM-5EGJO,Heart_Left_Ventricle
GTEX-11EMC-0826-SM-59862,Heart_Atrial_Appendage
GTEX-11EMC-0926-SM-59863,Artery_Aorta
GTEX-11EMC-1426-SM-5N9E4,Colon_Sigmoid
GTEX-11EMC-1726-SM-5H11P,Ovary
GTEX-11EMC-1826-SM-5A5JT,Uterus
GTEX-11EMC-1926-SM-5A5JU,Vagina
GTEX-11EMC-2026-SM-5A5JV,Breast_Mammary_Tissue
GTEX-11EMC-2226-SM-5A5JW,Esophagus - Esophagus_Mucosa
GTEX-11EMC-2526-SM-5PNVU,Minor_Salivary_Gland
GTEX-11EMC-2626-SM-59864,Muscle_Skeletal
GTEX-11EMC-2826-SM-5PNY6,Adipose_Subcutaneous
GTEX-11EMC-2926-SM-5EQ4F,Skin_Sun_Exposed_Lower_leg
GTEX-11EMC-3026-SM-5EQ4R,Artery_Tibial
GTEX-11EMC-3126-SM-5EGJP,Pituitary
GTEX-11EMC-3226-SM-5EGKW,Brain_Cortex
GTEX-11EMC-3326-SM-5P9JH,Brain_Cerebellum
GTEX-11EQ8-0001-SM-58Q82,Whole_Blood
GTEX-11EQ8-0001-SM-5DWSU,Whole_Blood
GTEX-11EQ8-0001-SM-6WBTP,Whole_Blood
GTEX-11EQ8-0006-SM-5P9HJ,Whole_Blood
GTEX-11EQ8-0008-SM-5Q5DJ,Cells_Cultured_fibroblasts
GTEX-11EQ8-0126-SM-5EQ54,Skin_Sun_Exposed_Lower_leg
GTEX-11EQ8-0226-SM-5EQ5G,Adipose_Subcutaneous
GTEX-11EQ8-0426-SM-5N9DP,Artery_Tibial
GTEX-11EQ8-0526-SM-5N9BC,Muscle_Skeletal
GTEX-11EQ8-0826-SM-5N9FG,Thyroid
GTEX-11EQ8-0926-SM-5H12V,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11EQ8-1326-SM-5EGJQ,Heart_Atrial_Appendage
GTEX-11EQ8-1426-SM-5EGJR,Testis
GTEX-11EQ8-2626-SM-5N9BO,Colon_Sigmoid
GTEX-11EQ8-2826-SM-5N9C1,Brain_Cerebellum
GTEX-11EQ9-0002-SM-5QGQ1,Cells_EBV-transformed_lymphocytes 
GTEX-11EQ9-0003-SM-58Q7V,Whole_Blood
GTEX-11EQ9-0003-SM-5DWSP,Whole_Blood
GTEX-11EQ9-0003-SM-6WBTK,Whole_Blood
GTEX-11EQ9-0006-SM-5LUB6,Whole_Blood
GTEX-11EQ9-0008-SM-5Q5DK,Cells_Cultured_fibroblasts
GTEX-11EQ9-0126-SM-5986I,Adrenal_Gland
GTEX-11EQ9-0226-SM-5A5JX,Lung
GTEX-11EQ9-0426-SM-5A5JY,Spleen
GTEX-11EQ9-0526-SM-5A5JZ,Liver
GTEX-11EQ9-0626-SM-5A5K1,Thyroid
GTEX-11EQ9-0726-SM-5A5K2,Esophagus - Esophagus_Mucosa
GTEX-11EQ9-0826-SM-5986Y,Esophagus_Muscularis
GTEX-11EQ9-0926-SM-5HL6I,Esophagus_Gastroesophageal_Junction
GTEX-11EQ9-1026-SM-5H134,Pancreas
GTEX-11EQ9-1126-SM-5987I,Adipose_Visceral_Omentum
GTEX-11EQ9-1226-SM-5987E,Stomach
GTEX-11EQ9-1326-SM-5985X,Small_Intestine_Terminal_Ileum
GTEX-11EQ9-1426-SM-5987G,Colon_Transverse
GTEX-11EQ9-1526-SM-5PNY7,Colon_Sigmoid
GTEX-11EQ9-1626-SM-5PNY8,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11EQ9-1726-SM-5HL6U,Prostate
GTEX-11EQ9-1826-SM-5Q5AJ,Breast_Mammary_Tissue
GTEX-11EQ9-1926-SM-5PNVV,Testis
GTEX-11EQ9-2026-SM-5P9JI,Minor_Salivary_Gland
GTEX-11EQ9-2126-SM-5PNVW,Muscle_Skeletal
GTEX-11EQ9-2226-SM-5987H,Artery_Tibial
GTEX-11EQ9-2326-SM-5HL5H,Nerve_Tibial
GTEX-11EQ9-2426-SM-5HL5T,Skin_Sun_Exposed_Lower_leg
GTEX-11EQ9-2526-SM-5HL66,Adipose_Subcutaneous
GTEX-11GS4-0004-SM-58Q7W,Whole_Blood
GTEX-11GS4-0004-SM-5DWSQ,Whole_Blood
GTEX-11GS4-0004-SM-6WBTL,Whole_Blood
GTEX-11GS4-0006-SM-5SI9M,Whole_Blood
GTEX-11GS4-0008-SM-5QGRA,Cells_Cultured_fibroblasts
GTEX-11GS4-0011-R10a-SM-AHZ7I,Brain_Frontal_Cortex_BA9
GTEX-11GS4-0011-R1a-SM-DO129,Brain_Hippocampus
GTEX-11GS4-0011-R2a-SM-DO942,Brain_Substantia_nigra
GTEX-11GS4-0226-SM-5HL77,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11GS4-0326-SM-5N9F7,Artery_Aorta
GTEX-11GS4-0426-SM-5N9CD,Heart_Atrial_Appendage
GTEX-11GS4-0526-SM-5A5KQ,Heart_Left_Ventricle
GTEX-11GS4-0626-SM-5A5LC,Artery_Coronary
GTEX-11GS4-0826-SM-5986J,Thyroid
GTEX-11GS4-1026-SM-5N9DE,Adipose_Visceral_Omentum
GTEX-11GS4-1426-SM-5N9D2,Esophagus_Muscularis
GTEX-11GS4-1826-SM-5HL4T,Colon_Sigmoid
GTEX-11GS4-2026-SM-5N9CP,Testis
GTEX-11GS4-2126-SM-5A5KR,Breast_Mammary_Tissue
GTEX-11GS4-2326-SM-5A5KS,Kidney_Cortex
GTEX-11GS4-2526-SM-5A5KT,Muscle_Skeletal
GTEX-11GS4-2526-SM-CYKV3,Muscle_Skeletal
GTEX-11GS4-2626-SM-5A5LD,Adipose_Subcutaneous
GTEX-11GS4-2726-SM-5A5LE,Skin_Sun_Exposed_Lower_leg
GTEX-11GS4-2826-SM-5HL56,Nerve_Tibial
GTEX-11GS4-2926-SM-5A5LF,Artery_Tibial
GTEX-11GS4-3026-SM-5A5LG,Pituitary
GTEX-11GS4-3126-SM-5A5LH,Brain_Cortex
GTEX-11GSO-0003-SM-58Q84,Whole_Blood
GTEX-11GSO-0003-SM-5DWSW,Whole_Blood
GTEX-11GSO-0003-SM-6WBTR,Whole_Blood
GTEX-11GSO-0005-SM-5O9CA,Whole_Blood
GTEX-11GSO-0011-R10a-SM-AHZ7H,Brain_Frontal_Cortex_BA9
GTEX-11GSO-0011-R1b-SM-57WD3,Brain_Hippocampus
GTEX-11GSO-0011-R2a-SM-57WDF,Brain_Substantia_nigra
GTEX-11GSO-0011-R3b-SM-57WB2,Brain_Anterior_cingulate_cortex_BA24
GTEX-11GSO-0226-SM-5A5LV,Adipose_Visceral_Omentum
GTEX-11GSO-0626-SM-5A5LW,Thyroid
GTEX-11GSO-1926-SM-5A5K3,Breast_Mammary_Tissue
GTEX-11GSO-2326-SM-5A5LX,Adipose_Subcutaneous
GTEX-11GSO-2426-SM-5A5LY,Skin_Sun_Exposed_Lower_leg
GTEX-11GSO-2526-SM-5PNVX,Muscle_Skeletal
GTEX-11GSO-2526-SM-CYKO1,Muscle_Skeletal
GTEX-11GSO-2626-SM-5Q5AK,Nerve_Tibial
GTEX-11GSO-2826-SM-5HL6Q,Pituitary
GTEX-11GSO-2926-SM-5HL73,Brain_Cortex
GTEX-11GSO-2926-SM-CYKQT,Brain_Cortex
GTEX-11GSO-3026-SM-5Q5AL,Brain_Cerebellum
GTEX-11GSP-0004-SM-58Q83,Whole_Blood
GTEX-11GSP-0004-SM-5DWSV,Whole_Blood
GTEX-11GSP-0004-SM-6WBTQ,Whole_Blood
GTEX-11GSP-0006-SM-5N9EL,Whole_Blood
GTEX-11GSP-0008-SM-5Q5DM,Cells_Cultured_fibroblasts
GTEX-11GSP-0011-R10a-SM-5NQ7J,Brain_Frontal_Cortex_BA9
GTEX-11GSP-0011-R11b-SM-5NQ7V,Brain_Cerebellar_Hemisphere
GTEX-11GSP-0011-R1a-SM-9QEJ3,Brain_Hippocampus
GTEX-11GSP-0011-R2b-SM-9QEGE,Brain_Substantia_nigra
GTEX-11GSP-0011-R3a-SM-9QEGF,Brain_Anterior_cingulate_cortex_BA24
GTEX-11GSP-0011-R5a-SM-57WBE,Brain_Caudate_basal_ganglia
GTEX-11GSP-0011-R6b-SM-57WBQ,Brain_Nucleus_accumbens_basal_ganglia
GTEX-11GSP-0011-R7b-SM-57WC3,Brain_Putamen_basal_ganglia
GTEX-11GSP-0011-R8b-SM-5NQ79,Brain_Hypothalamus
GTEX-11GSP-0011-R9b-SM-5NQ77,Brain_Spinal_cord_cervical_c-1
GTEX-11GSP-0126-SM-5A5KU,Thyroid
GTEX-11GSP-0226-SM-5A5KV,Ovary
GTEX-11GSP-0326-SM-5A5KW,Adrenal_Gland
GTEX-11GSP-0426-SM-5A5KX,Pancreas
GTEX-11GSP-0626-SM-5986T,Liver
GTEX-11GSP-0726-SM-5986L,Lung
GTEX-11GSP-0926-SM-9WYSG,Breast_Mammary_Tissue
GTEX-11GSP-1026-SM-9WYSH,Adipose_Visceral_Omentum
GTEX-11GSP-1126-SM-5A5LM,Artery_Aorta
GTEX-11GSP-1226-SM-5985M,Heart_Atrial_Appendage
GTEX-11GSP-1326-SM-5A5KY,Heart_Left_Ventricle
GTEX-11GSP-1626-SM-5986N,Colon_Transverse
GTEX-11GSP-1726-SM-5A5LI,Esophagus_Muscularis
GTEX-11GSP-1826-SM-5N9DQ,Esophagus - Esophagus_Mucosa
GTEX-11GSP-2126-SM-5HL5E,Stomach
GTEX-11GSP-2226-SM-5HL5Q,Vagina
GTEX-11GSP-2326-SM-5HL63,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11GSP-2426-SM-5N9BD,Uterus
GTEX-11GSP-2526-SM-5N9BP,Skin_Sun_Exposed_Lower_leg
GTEX-11GSP-2726-SM-5A5LJ,Muscle_Skeletal
GTEX-11GSP-2826-SM-5A5LK,Nerve_Tibial
GTEX-11GSP-2926-SM-5N9C2,Artery_Tibial
GTEX-11GSP-3026-SM-5N9CE,Pituitary
GTEX-11GSP-3126-SM-5A5LL,Brain_Cerebellum
GTEX-11GSP-3226-SM-5986O,Brain_Cortex
GTEX-11H98-0008-SM-5QGR8,Cells_Cultured_fibroblasts
GTEX-11H98-0011-R10b-SM-5NQ98,Brain_Frontal_Cortex_BA9
GTEX-11H98-0011-R11b-SM-5NQ6U,Brain_Cerebellar_Hemisphere
GTEX-11H98-0011-R5b-SM-57WCF,Brain_Caudate_basal_ganglia
GTEX-11H98-0011-R8a-SM-5NQ8V,Brain_Hypothalamus
GTEX-11H98-0126-SM-5EGHG,Skin_Sun_Exposed_Lower_leg
GTEX-11H98-0226-SM-5NQ89,Adipose_Subcutaneous
GTEX-11H98-0326-SM-5HL4S,Muscle_Skeletal
GTEX-11H98-0426-SM-5HL55,Nerve_Tibial
GTEX-11H98-0426-SM-EZ6XS,Nerve_Tibial
GTEX-11I78-0001-SM-5Q5BE,Cells_EBV-transformed_lymphocytes 
GTEX-11I78-0002-SM-58Q8G,Whole_Blood
GTEX-11I78-0002-SM-5DWT9,Whole_Blood
GTEX-11I78-0002-SM-6WBU2,Whole_Blood
GTEX-11I78-0005-SM-5N9GB,Whole_Blood
GTEX-11I78-0008-SM-5Q5DI,Cells_Cultured_fibroblasts
GTEX-11I78-0126-SM-5HL6F,Lung
GTEX-11I78-0226-SM-5HL6R,Adipose_Visceral_Omentum
GTEX-11I78-0526-SM-5986A,Thyroid
GTEX-11I78-0626-SM-5A5LZ,Pancreas
GTEX-11I78-0726-SM-5A5M1,Artery_Aorta
GTEX-11I78-0826-SM-5A5K4,Heart_Left_Ventricle
GTEX-11I78-1026-SM-5HL74,Artery_Coronary
GTEX-11I78-1126-SM-5A5K5,Small_Intestine_Terminal_Ileum
GTEX-11I78-1226-SM-5A5K6,Colon_Transverse
GTEX-11I78-1326-SM-5PNY9,Colon_Sigmoid
GTEX-11I78-1426-SM-5PNVY,Esophagus_Muscularis
GTEX-11I78-1526-SM-5A5K7,Esophagus - Esophagus_Mucosa
GTEX-11I78-1626-SM-5A5M2,Esophagus_Gastroesophageal_Junction
GTEX-11I78-1726-SM-5A5M3,Stomach
GTEX-11I78-1826-SM-5A5M4,Adrenal_Gland
GTEX-11I78-1926-SM-59878,Ovary
GTEX-11I78-2026-SM-5987C,Vagina
GTEX-11I78-2126-SM-5A5K8,Uterus
GTEX-11I78-2226-SM-5PNYA,Breast_Mammary_Tissue
GTEX-11I78-2326-SM-5Q5AH,Artery_Tibial
GTEX-11I78-2426-SM-5A5K9,Muscle_Skeletal
GTEX-11I78-2626-SM-5Q5AI,Adipose_Subcutaneous
GTEX-11ILO-0002-SM-5CV9V,Whole_Blood
GTEX-11ILO-0006-SM-5LZWE,Whole_Blood
GTEX-11ILO-0008-SM-5QGR9,Cells_Cultured_fibroblasts
GTEX-11ILO-0126-SM-5A5LN,Skin_Sun_Exposed_Lower_leg
GTEX-11ILO-0226-SM-5N9D3,Adipose_Subcutaneous
GTEX-11ILO-0426-SM-5HL4V,Nerve_Tibial
GTEX-11ILO-0526-SM-5N9DF,Artery_Tibial
GTEX-11ILO-0626-SM-5A5LO,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11ILO-0726-SM-5HL5I,Lung
GTEX-11ILO-1026-SM-5A5LP,Esophagus - Esophagus_Mucosa
GTEX-11ILO-1526-SM-5A5KZ,Pancreas
GTEX-11ILO-2026-SM-5N9CQ,Colon_Transverse
GTEX-11ILO-2226-SM-5A5L1,Breast_Mammary_Tissue
GTEX-11ILO-2526-SM-5A5LQ,Heart_Atrial_Appendage
GTEX-11ILO-2626-SM-DLIPH,Thyroid
GTEX-11LCK-0002-SM-58Q7P,Whole_Blood
GTEX-11LCK-0002-SM-5DWRA,Whole_Blood
GTEX-11LCK-0002-SM-6WBSW,Whole_Blood
GTEX-11LCK-0005-SM-5O98U,Whole_Blood
GTEX-11LCK-0008-SM-5Q5BB,Cells_Cultured_fibroblasts
GTEX-11LCK-0126-SM-5A5M5,Spleen
GTEX-11LCK-0226-SM-5A5M6,Pancreas
GTEX-11LCK-0326-SM-5A5M7,Adipose_Visceral_Omentum
GTEX-11LCK-0426-SM-5A5M8,Lung
GTEX-11LCK-0526-SM-5A5M9,Thyroid
GTEX-11LCK-0726-SM-5PNYC,Artery_Aorta
GTEX-11LCK-0826-SM-5PNYD,Heart_Atrial_Appendage
GTEX-11LCK-0926-SM-5A5KA,Heart_Left_Ventricle
GTEX-11LCK-1026-SM-5A5KB,Skin_Sun_Exposed_Lower_leg
GTEX-11LCK-1126-SM-5A5KC,Adipose_Subcutaneous
GTEX-11LCK-1226-SM-5Q5AM,Muscle_Skeletal
GTEX-11LCK-1326-SM-5Q5AN,Nerve_Tibial
GTEX-11LCK-1426-SM-5HL5R,Artery_Tibial
GTEX-11LCK-1526-SM-5HL64,Esophagus_Gastroesophageal_Junction
GTEX-11LCK-1626-SM-5PNYB,Esophagus_Muscularis
GTEX-11LCK-1726-SM-5S2OQ,Esophagus - Esophagus_Mucosa
GTEX-11LCK-1926-SM-5A5KE,Small_Intestine_Terminal_Ileum
GTEX-11LCK-2026-SM-5A5MA,Colon_Transverse
GTEX-11LCK-2226-SM-5HL4Q,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11LCK-2326-SM-5HL53,Testis
GTEX-11LCK-2426-SM-5HL5F,Breast_Mammary_Tissue
GTEX-11NSD-0005-SM-5LZZ5,Whole_Blood
GTEX-11NSD-0008-SM-5Q5BC,Cells_Cultured_fibroblasts
GTEX-11NSD-0126-SM-5987F,Thyroid
GTEX-11NSD-0126-SM-DLIPG,Thyroid
GTEX-11NSD-0126-SM-DMZ2Z,Thyroid
GTEX-11NSD-0226-SM-5A5LR,Adrenal_Gland
GTEX-11NSD-0326-SM-5A5LS,Lung
GTEX-11NSD-0426-SM-5N9CR,Spleen
GTEX-11NSD-0526-SM-5A5LT,Pancreas
GTEX-11NSD-0626-SM-5A5LU,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11NSD-0826-SM-5986S,Prostate
GTEX-11NSD-0926-SM-5N9DR,Breast_Mammary_Tissue
GTEX-11NSD-1026-SM-5N9BE,Testis
GTEX-11NSD-1126-SM-5N9BQ,Esophagus - Esophagus_Mucosa
GTEX-11NSD-1226-SM-5986Q,Esophagus_Muscularis
GTEX-11NSD-1426-SM-5HL67,Stomach
GTEX-11NSD-1626-SM-5986U,Colon_Transverse
GTEX-11NSD-1726-SM-5N9C3,Small_Intestine_Terminal_Ileum
GTEX-11NSD-1826-SM-5N9CF,Nerve_Tibial
GTEX-11NSD-2026-SM-5HL5U,Muscle_Skeletal
GTEX-11NSD-2226-SM-5986V,Skin_Sun_Exposed_Lower_leg
GTEX-11NUK-0004-SM-58Q87,Whole_Blood
GTEX-11NUK-0004-SM-5DWSZ,Whole_Blood
GTEX-11NUK-0004-SM-6WBTU,Whole_Blood
GTEX-11NUK-0005-SM-5MR5F,Whole_Blood
GTEX-11NUK-0008-SM-5Q5B9,Cells_Cultured_fibroblasts
GTEX-11NUK-0011-R4a-SM-DO12B,Brain_Amygdala
GTEX-11NUK-0011-R5a-SM-DO93N,Brain_Caudate_basal_ganglia
GTEX-11NUK-0011-R6a-SM-DO93O,Brain_Nucleus_accumbens_basal_ganglia
GTEX-11NUK-0011-R7a-SM-DO93P,Brain_Putamen_basal_ganglia
GTEX-11NUK-0126-SM-5A5L3,Skin_Sun_Exposed_Lower_leg
GTEX-11NUK-0226-SM-5A5L4,Muscle_Skeletal
GTEX-11NUK-0326-SM-5HL5K,Adipose_Subcutaneous
GTEX-11NUK-0426-SM-5HL5V,Nerve_Tibial
GTEX-11NUK-0526-SM-5A5L5,Artery_Tibial
GTEX-11NUK-0726-SM-5A5ME,Artery_Aorta
GTEX-11NUK-0826-SM-5HL4U,Lung
GTEX-11NUK-0926-SM-5HL57,Heart_Atrial_Appendage
GTEX-11NUK-1026-SM-5HL5J,Thyroid
GTEX-11NUK-1226-SM-5P9GM,Liver
GTEX-11NUK-1326-SM-5P9GN,Esophagus - Esophagus_Mucosa
GTEX-11NUK-1426-SM-5HL68,Esophagus_Muscularis
GTEX-11NUK-1726-SM-5A5L2,Esophagus_Gastroesophageal_Junction
GTEX-11NUK-2026-SM-5PNVZ,Adipose_Visceral_Omentum
GTEX-11NUK-2426-SM-5BC4U,Stomach
GTEX-11NUK-2626-SM-5A5MB,Testis
GTEX-11NUK-2726-SM-5A5MC,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11NUK-2926-SM-5A5MD,Brain_Cortex
GTEX-11NUK-3026-SM-5986K,Brain_Cerebellum
GTEX-11NUK-3126-SM-5986M,Pituitary
GTEX-11NV4-0001-SM-58Q86,Whole_Blood
GTEX-11NV4-0001-SM-5DWSY,Whole_Blood
GTEX-11NV4-0001-SM-6WBTT,Whole_Blood
GTEX-11NV4-0005-SM-5N9EX,Whole_Blood
GTEX-11NV4-0008-SM-5Q5BA,Cells_Cultured_fibroblasts
GTEX-11NV4-0011-R5a-SM-5NQ88,Brain_Caudate_basal_ganglia
GTEX-11NV4-0011-R6a-SM-57WD5,Brain_Nucleus_accumbens_basal_ganglia
GTEX-11NV4-0011-R7a-SM-57WDH,Brain_Putamen_basal_ganglia
GTEX-11NV4-0326-SM-5HL58,Muscle_Skeletal
GTEX-11NV4-0526-SM-5N9BF,Artery_Tibial
GTEX-11NV4-0626-SM-5N9BR,Thyroid
GTEX-11NV4-0826-SM-5BC4S,Heart_Atrial_Appendage
GTEX-11NV4-1126-SM-5HL6J,Lung
GTEX-11NV4-1326-SM-5HL6V,Liver
GTEX-11NV4-1426-SM-5BC4W,Adipose_Visceral_Omentum
GTEX-11NV4-1726-SM-5N9FC,Testis
GTEX-11NV4-1926-SM-5N9D4,Minor_Salivary_Gland
GTEX-11NV4-2026-SM-5N9DG,Breast_Mammary_Tissue
GTEX-11NV4-2126-SM-5N9DS,Brain_Cortex
GTEX-11NV4-2226-SM-5BC4T,Brain_Cerebellum
GTEX-11NV4-2326-SM-5BC4X,Pituitary
GTEX-11O72-0006-SM-5O9DB,Whole_Blood
GTEX-11O72-0008-SM-5Q5DN,Cells_Cultured_fibroblasts
GTEX-11O72-0011-R5a-SM-DO922,Brain_Caudate_basal_ganglia
GTEX-11O72-0011-R6a-SM-DNZZQ,Brain_Nucleus_accumbens_basal_ganglia
GTEX-11O72-0126-SM-59887,Skin_Sun_Exposed_Lower_leg
GTEX-11O72-0226-SM-59869,Adipose_Subcutaneous
GTEX-11O72-0326-SM-5986D,Muscle_Skeletal
GTEX-11O72-0426-SM-5BC5B,Artery_Tibial
GTEX-11O72-0526-SM-5Q5AO,Nerve_Tibial
GTEX-11O72-0626-SM-5PNYE,Skin_Not_Sun_Exposed_Suprapubic
GTEX-11O72-0726-SM-5P9GO,Testis
GTEX-11O72-1026-SM-5986B,Heart_Atrial_Appendage
GTEX-11O72-1126-SM-5N9E2,Heart_Left_Ventricle
GTEX-11O72-1326-SM-5BC5A,Lung
GTEX-11O72-1726-SM-DLIP2,Kidney_Cortex
GTEX-11O72-1726-SM-DMZ2Y,Kidney_Cortex
GTEX-11O72-1926-SM-5PNW1,Esophagus_Muscularis
GTEX-11O72-2026-SM-5N9G8,Esophagus_Gastroesophageal_Junction
GTEX-11O72-2126-SM-5N9FO,Breast_Mammary_Tissue
GTEX-11O72-2226-SM-5PNW2,Colon_Transverse
GTEX-11O72-2326-SM-5BC7H,Thyroid
GTEX-11O72-2726-SM-5HL6K,Prostate
